TestCase,PostgreSQL_11_10m,PostgreSQL_LTS_10m,PostgreSQL_11_1m,PostgreSQL_LTS_1m,PostgreSQL_11_500k,PostgreSQL_LTS_500k
c1_insert_user,0.0005454999991343357,0.0005443999980343506,0.0006508999977086205,0.0005986000032862648,0.001148200000898214,0.0012836999994760845
r1_read_user_by_email,0.0005235000026004855,0.00046149999980116263,0.0005544999985431787,0.0006959999991522636,0.0008895000028132927,0.0489540999988094
